,artist,track,time,seconds,genre,date.entered,date.peaked,Peak_Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
300,"Herndon, Ty",No Mercy,4:43,283,Country,2000-03-18,2000-05-06,49 days 00:00:00.000000000,100,99.0,99.0,,,98.0,94.0,92.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Anastacia,I'm Outta Love,4:01,241,Pop,2000-04-01,2000-04-01,0 days 00:00:00.000000000,92,,,95.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Trina,Pull Over,2:58,178,Rap,2000-09-09,2000-09-16,7 days 00:00:00.000000000,97,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Lil' Mo,Ta Da,4:17,257,Rap,2000-08-12,2000-09-16,35 days 00:00:00.000000000,100,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,A*Teens,Dancing Queen,3:44,224,Pop,2000-07-08,2000-07-29,21 days 00:00:00.000000000,97,97.0,96.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"Sheist, Shade",Where I Wanna Be,4:16,256,Rap,2000-11-11,2000-11-18,7 days 00:00:00.000000000,96,95.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,De La Soul,All Good?,5:02,302,Rap,2000-12-23,2000-12-23,0 days 00:00:00.000000000,96,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Larrieux, Amel",Get Up,4:02,242,R&B,2000-03-04,2000-03-11,7 days 00:00:00.000000000,100,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Braxton, Toni",Spanish Guitar,4:24,264,Rock,2000-12-02,2000-12-02,0 days 00:00:00.000000000,98,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Tuesday,I Know,4:06,246,Rock,2000-12-30,2000-12-30,0 days 00:00:00.000000000,98,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,LL Cool J,Imagine That,4:00,240,Rap,2000-08-12,2000-08-19,7 days 00:00:00.000000000,99,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Master P,Souljas,3:33,213,Rap,2000-11-18,2000-11-18,0 days 00:00:00.000000000,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Ghostface Killah,Cherchez LaGhost,3:04,184,R&B,2000-08-05,2000-08-05,0 days 00:00:00.000000000,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"Smith, Will",Freakin' It,3:58,238,Rap,2000-02-12,2000-02-12,0 days 00:00:00.000000000,99,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Zombie Nation,Kernkraft 400,3:30,210,Rock,2000-09-02,2000-09-02,0 days 00:00:00.000000000,99,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"Eastsidaz, The",Got Beef,3:58,238,Rap,2000-07-01,2000-07-01,0 days 00:00:00.000000000,99,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Fragma,Toca's Miracle,3:22,202,R&B,2000-10-28,2000-10-28,0 days 00:00:00.000000000,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
