,track,artist,genre,week,Ranking
497,Feelin' Good,"Lopez, Jennifer",Latin,2,79.0
498,Your Everything,"Urban, Keith",Country,2,80.0
499,Dear Lie,TLC,Rock,2,55.0
500,Feels Like Love,"Gill, Vince",Country,2,76.0
501,Could I Have This Kiss Forever,"Houston, Whitney",Rock,2,68.0
502,The Bad Touch,Bloodhound Gang,R&B,2,62.0
503,Angels,"Williams, Robbie",Rock,2,77.0
504,Because You Love Me,"Messina, Jo Dee",Country,2,78.0
505,Country Comes To Town,"Keith, Toby",Country,2,78.0
506,Girls Dem Sugar,Beenie Man,Reggae,2,72.0
507,Let's Make Love,"Hill, Faith",Rap,2,83.0
508,Caught Out There,Kelis,R&B,2,68.0
509,Anything,Jay-Z,Rap,2,58.0
510,Loser,3 Doors Down,Rock,2,76.0
511,You'll Always Be Loved By Me,Brooks & Dunn,Country,2,85.0
512,What I Need To Do,"Chesney, Kenny",Country,2,74.0
513,No More Rain (In This Cloud),"Stone, Angie",R&B,2,86.0
514,That's What I'm Looking For,Da Brat,Rap,2,73.0
515,This Woman Needs,SheDaisy,Country,2,70.0
516,Last Resort,Papa Roach,Rock,2,71.0
517,Open My Heart,"Adams, Yolanda",Gospel,2,76.0
518,Bad Boyz,Shyne,Rap,2,87.0
519,The Great Beyond,R.E.M.,Rock,2,79.0
520,It's Always Somethin',"Diffie, Joe",Country,2,78.0
521,Some Things Never Change,"McGraw, Tim",Country,2,66.0
522,Taking You Home,"Henley, Don",Rock,2,77.0
523,The Way I Am,Eminem,Rap,2,74.0
524,You Owe Me,Nas,R&B,2,72.0
525,Change Your Mind,Sister Hazel,Rock,2,67.0
526,Best Friend,Puff Daddy,Rap,2,59.0
527,There You Are,"McBride, Martina",Country,2,75.0
528,Pop Ya Collar,Usher,Rock,2,64.0
529,No Matter What They Say,Lil' Kim,Rap,2,72.0
530,I Don't Wanna Kiss You Goodnight,LFO,Rock,2,61.0
531,Deck The Halls,SheDaisy,Country,2,61.0
532,I Think God Can Explain,Splender,R&B,2,66.0
533,Where You Are,"Simpson, Jessica",Rock,2,66.0
534,Mirror Mirror,M2M,Pop,2,87.0
535,U Don't Love Me,Kumbia Kings,R&B,2,64.0
536,Treat Her Like A Lady,Joe,Rock,2,75.0
537,Deep Inside,"Blige, Mary J.",Rock,2,80.0
538,You Should've Told Me,"Price, Kelly",Rock,2,91.0
539,That Other Woman,Changing Faces,Rock,2,72.0
540,It Was,"Wright, Chely",R&B,2,78.0
541,Rollin',Limp Bizkit,Rock,2,73.0
542,I Need A Hot Girl,Hot Boys,Rap,2,75.0
543,Do It Again (Put Ya Hands Up),Jay-Z,Rap,2,68.0
544,More,"Adkins, Trace",Country,2,84.0
545,Cold Day In July,"Dixie Chicks, The",Country,2,79.0
546,As We Lay,"Price, Kelly",Rock,2,69.0
547,What's My Name,DMX,Rap,2,76.0
548,Private Emotion,"Martin, Ricky",Latin,2,67.0
549,If I Am,Nine Days,Rock,2,68.0
550,Give Me You,"Blige, Mary J.",Rock,2,94.0
551,Californication,Red Hot Chili Peppers,Rock,2,72.0
552,Deep Inside Of You,Third Eye Blind,Rock,2,73.0
553,Do What You Gotta Do,"Brooks, Garth",Country,2,81.0
554,Original Prankster,"Offspring, The",Rock,2,71.0
555,My Baby You,"Anthony, Marc",Latin,2,76.0
556,"Same Script, Different Cast","Houston, Whitney",Rock,2,71.0
557,Left & Right,D'Angelo,R&B,2,77.0
558,I Belong To You,"Kravitz, Lenny",Rock,2,77.0
559,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,2,93.0
560,Breathe And Stop,Q-Tip,Rock,2,71.0
561,Can't Fight The Moonlight,"Rimes, LeAnn",Country,2,71.0
562,Tha Block Is Hot,Lil Wayne,Rap,2,89.0
563,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,2,82.0
564,Sleepwalker,"Wallflowers, The",Rock,2,73.0
565,"Left, Right, Left",Drama,Rap,2,98.0
566,N 2 Gether Now,Limp Bizkit,Rock,2,88.0
567,"Ryde or Die, Chick",Lox,Rap,2,73.0
568,Whistle While You Twurk,Ying Yang Twins,Rap,2,94.0
569,"Live, Laugh, Love","Walker, Clay",Country,2,95.0
570,No Leaf Clover (Live),Metallica,Rock,2,81.0
571,Another Nine Minutes,Yankee Grey,Country,2,83.0
572,Tricky Tricky ,"Bega, Lou",Rock,2,74.0
573,It's So Hard,Big Punisher,Rap,2,87.0
574,When You Need My Love,"Worley, Darryl",Country,2,88.0
575,How Many Licks?,Lil' Kim,Rap,2,75.0
576,A Little Gasoline,"Clark, Terri",Country,2,82.0
577,A Country Boy Can Survive,"Brock, Chad",Country,2,75.0
578,My Love Goes On And On,"Cagle, Chris",Country,2,94.0
579,Put Your Hand In Mine,"Byrd, Tracy",Country,2,77.0
580,I Disappear,Metallica,Rock,2,84.0
581,Hey Papi,Jay-Z,Rap,2,100.0
582,The Rockafeller Skank,Fatboy Slim,Electronica,2,94.0
583,Mr. Too Damn Good,"Levert, Gerald",R&B,2,83.0
584,Stay Or Let It Go,"McKnight, Brian",Rock,2,92.0
585,Smoke Rings In The Dark,"Allan, Gary",Country,2,78.0
586,The Best Man I Can Be,Ginuwine,Rock,2,97.0
587,Monica,Before Dark,Rock,2,87.0
588,No Me Dejes De Querer,"Estefan, Gloria",Rock,2,
589,Sour Girl,Stone Temple Pilots,Rock,2,79.0
590,Daddy Won't Sell The Farm,Montgomery Gentry,Country,2,83.0
591,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,2,97.0
592,Meanwhile Back At The Ranch,Clark Family Experience,Country,2,86.0
593,Summer Rain,"Thomas, Carl",Rock,2,82.0
594,Real Live Woman,"Yearwood, Trisha",Country,2,83.0
595,Shut Up,Trick Daddy,Rap,2,95.0
596,Straight Up,"Moore, Chante",Rock,2,98.0
597,What Means The World To You,Cam'ron,Rap,2,94.0
598,U Understand,Juvenile,Rap,2,83.0
599,Can't Stay,"Hollister, Dave",Rock,2,84.0
600,Can't Go For That,Tamia,Rock,2,86.0
601,West Side Story,LFO,Rock,2,84.0
602,Me Neither,"Paisley, Brad",Country,2,85.0
603,Take That,"Carter, Torrey",Rock,2,88.0
604,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,2,87.0
605,Don't Call Me Baby,Madison Avenue,Electronica,2,96.0
606,Got It All,Eve,Rap,2,88.0
607,Re-Arranged,Limp Bizkit,Rock,2,91.0
608,Still In My Heart,"Spencer, Tracie",Rock,2,88.0
609,3 Little Words,Nu Flavor,R&B,2,97.0
610,If You Don't Wanna Love Me,Tamar,Rock,2,98.0
611,Baby U Are,"Levert, Gerald",R&B,2,89.0
612,L.A. Song,"Hart, Beth",Country,2,100.0
613,The Quittin' Kind,"Diffie, Joe",Country,2,100.0
614,Do You,Funkmaster Flex,Rap,2,92.0
615,Love Sets You Free,"Price, Kelly",Rock,2,91.0
616,Riddle,En Vogue,Rock,2,92.0
617,No Mercy,"Herndon, Ty",Country,2,99.0
618,I'm Outta Love,Anastacia,Pop,2,
619,Pull Over,Trina,Rap,2,93.0
620,Ta Da,Lil' Mo,Rap,2,99.0
621,Dancing Queen,A*Teens,Pop,2,97.0
622,Where I Wanna Be,"Sheist, Shade",Rap,2,95.0
623,All Good?,De La Soul,Rap,2,96.0
624,Get Up,"Larrieux, Amel",R&B,2,97.0
625,Spanish Guitar,"Braxton, Toni",Rock,2,98.0
626,I Know,Tuesday,Rock,2,98.0
627,Imagine That,LL Cool J,Rap,2,98.0
628,Souljas,Master P,Rap,2,
629,Cherchez LaGhost,Ghostface Killah,R&B,2,
630,Freakin' It,"Smith, Will",Rap,2,99.0
631,Kernkraft 400,Zombie Nation,Rock,2,99.0
632,Got Beef,"Eastsidaz, The",Rap,2,99.0
633,Toca's Miracle,Fragma,R&B,2,
634,Independent Women Part I,Destiny's Child,Rock,3,49.0
635,"Maria, Maria",Santana,Rock,3,6.0
636,I Knew I Loved You,Savage Garden,Rock,3,43.0
637,Music,Madonna,Rock,3,18.0
638,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,3,45.0
639,Doesn't Really Matter,Janet,Rock,3,43.0
640,Say My Name,Destiny's Child,Rock,3,44.0
641,Be With You,"Iglesias, Enrique",Latin,3,34.0
642,Incomplete,Sisqo,Rock,3,61.0
643,Amazed,Lonestar,Country,3,44.0
644,It's Gonna Be Me,N'Sync,Rock,3,51.0
645,What A Girl Wants,"Aguilera, Christina",Rock,3,28.0
646,Everything You Want,Vertical Horizon,Rock,3,53.0
647,With Arms Wide Open,Creed,Rock,3,76.0
648,Try Again,Aaliyah,Rock,3,38.0
649,Bent,matchbox twenty,Rock,3,29.0
650,Thank God I Found You,"Carey, Mariah",Rock,3,50.0
651,Breathe,"Hill, Faith",Rap,3,62.0
652,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,3,52.0
653,He Loves U Not,Dream,Rock,3,81.0
654,He Wasn't Man Enough,"Braxton, Toni",Rock,3,48.0
655,You Sang To Me,"Anthony, Marc",Latin,3,50.0
656,Give Me Just One Night (Una Noche),98¡,Rock,3,34.0
657,Jumpin' Jumpin',Destiny's Child,Rock,3,65.0
658,Kryptonite,3 Doors Down,Rock,3,68.0
659,Thong Song,Sisqo,Rock,3,35.0
660,I Turn To You,"Aguilera, Christina",Rock,3,30.0
661,My Love Is Your Love,"Houston, Whitney",Rock,3,44.0
662,I Wanna Know,Joe,Rock,3,69.0
663,Get It On.. Tonite,"Jordan, Montell",Rap,3,72.0
664,Bye Bye Bye,N'Sync,Rock,3,19.0
665,The Real Slim Shady,Eminem,Rap,3,20.0
666,Most Girls,Pink,Rock,3,52.0
667,Gotta Tell You,"Mumba, Samantha",Rock,3,65.0
668,Bring It All To Me,Blaque,Pop,3,50.0
669,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,3,13.0
670,I Try,"Gray, Macy",Rock,3,47.0
671,This I Promise You,N'Sync,Rock,3,19.0
672,No More,Ruff Endz,Rock,3,19.0
673,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,3,55.0
674,Absolutely (Story Of A Girl),Nine Days,Rock,3,59.0
675,That's The Way It Is,"Dion, Celine",Rock,3,65.0
676,All The Small Things,Blink-182,Rock,3,69.0
677,Blue (Da Ba Dee),Eiffel 65,Electronica,3,16.0
678,Bag Lady,"Badu, Erkyah",Rock,3,42.0
679,There U Go,Pink,Rock,3,12.0
680,Higher,Creed,Rock,3,73.0
681,(Hot S**t) Country Grammar,Nelly,Rap,3,96.0
682,Wifey,Next,Rock,3,46.0
683,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,3,7.0
684,It Feels So Good,Sonique,Rock,3,30.0
685,Oops!.. I Did It Again,"Spears, Britney",Rock,3,26.0
686,Shape Of My Heart,"Backstreet Boys, The",Rock,3,24.0
687,Wonderful,Everclear,Rock,3,53.0
688,Between Me And You,Ja Rule,Rap,3,61.0
689,I Need You,"Rimes, LeAnn",Country,3,67.0
690,Then The Morning Comes,Smash Mouth,Rock,3,56.0
691,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,3,35.0
692,Let's Get Married,Jagged Edge,Rock,3,55.0
693,Take A Picture,Filter,Rock,3,64.0
694,She Bangs,"Martin, Ricky",Latin,3,21.0
695,Shake Ya Ass,Mystikal,Rap,3,65.0
696,Back Here,BBMak,Rock,3,60.0
697,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,3,52.0
698,Never Let You Go,Third Eye Blind,Rock,3,25.0
699,Otherside,Red Hot Chili Peppers,Rock,3,65.0
700,Liar,Profyle,R&B,3,25.0
701,Pinch Me,Barenaked Ladies,Rock,3,69.0
702,He Can't Love U,Jagged Edge,Rock,3,17.0
703,Wobble Wobble,504 Boyz,Rap,3,25.0
704,Desert Rose,Sting,Rock,3,72.0
705,Big Pimpin',Jay-Z,Rap,3,39.0
706,Only God Knows Why,Kid Rock,Rock,3,46.0
707,Learn To Fly,Foo Fighters,Rock,3,68.0
708,Goodbye Earl,"Dixie Chicks, The",Country,3,24.0
709,Dancin',Guy,R&B,3,19.0
710,Bounce With Me,Lil Bow Wow,Rap,3,24.0
711,Swear It Again,Westlife,Rock,3,66.0
712,Meet Virginia,Train,Rock,3,59.0
713,I Wish,"Thomas, Carl",Rock,3,48.0
714,This Time Around,Hanson,Country,3,20.0
715,I Think I'm In Love With You,"Simpson, Jessica",Pop,3,44.0
716,What's Your Fantasy,Ludacris,Rap,3,63.0
717,Callin' Me,Lil' Zane,Rap,3,57.0
718,Don't Say You Love Me,M2M,Pop,3,62.0
719,Faded,SoulDecision,Rock,3,81.0
720,Yes!,"Brock, Chad",Country,3,66.0
721,Shake Your Bon-Bon,"Martin, Ricky",Latin,3,52.0
722,You're A God,Vertical Horizon,Rock,3,43.0
723,Separated,Avant,Rock,3,30.0
724,Big Deal,"Rimes, LeAnn",Country,3,51.0
725,Stay The Night,IMx,Rap,3,45.0
726,The Next Episode,Dr. Dre,Rap,3,58.0
727,Lucky,"Spears, Britney",Rock,3,28.0
728,Crash And Burn,Savage Garden,Rock,3,51.0
729,Don't Think I'm Not,Kandi,Rock,3,66.0
730,I Like It,Sammie,Rock,3,58.0
731,Broadway,Goo Goo Dolls,Rock,3,53.0
732,I Wanna Be With You,"Moore, Mandy",Pop,3,54.0
733,Forgot About Dre,Dr. Dre,Rap,3,47.0
734,Untitled (How Does It Feel),D'Angelo,R&B,3,35.0
735,That's The Way,"Messina, Jo Dee",Country,3,63.0
736,My First Love,Avant,Rock,3,56.0
737,A Puro Dolor (Purest Of Pain),Son By Four,Latin,3,80.0
738,What'Chu Like,Da Brat,Rap,3,54.0
739,Party Up (Up In Here),DMX,Rap,3,62.0
740,Cowboy Take Me Away,"Dixie Chicks, The",Country,3,70.0
741,My Next Thirty Years,"McGraw, Tim",Country,3,56.0
742,Best Of Intentions,"Tritt, Travis",Country,3,79.0
743,Better Off Alone,Alice Deejay,Electronica,3,53.0
744,Another Dumb Blonde,Hoku,Pop,3,49.0
745,I Learned From The Best,"Houston, Whitney",Rock,3,83.0
746,Hanginaround,Counting Crows,Rock,3,66.0
747,Shackles (Praise You),Mary Mary,Rock,3,72.0
748,Crybaby,"Carey, Mariah",Rock,3,48.0
749,My Best Friend,"McGraw, Tim",Country,3,71.0
750,Falls Apart,Sugar Ray,Rock,3,54.0
751,American Pie,Madonna,Rock,3,29.0
752,Where I Wanna Be,"Jones, Donell",Rock,3,65.0
753,We Danced,"Paisley, Brad",Country,3,52.0
754,What About Now,Lonestar,Country,3,66.0
755,The One,"Backstreet Boys, The",Rock,3,43.0
756,How Do You Like Me Now?!,"Keith, Toby",Country,3,59.0
757,The Best Day,"Strait, George",Country,3,54.0
758,Without You,"Dixie Chicks, The",Country,3,63.0
759,Just Friends (Sunny),Musiq,Rap,3,65.0
760,What Do You Say,"McEntire, Reba",Country,3,71.0
761,Just Be A Man About It,"Braxton, Toni",Rock,3,51.0
762,Rhythm Divine,"Iglesias, Enrique",Latin,3,79.0
763,I Will Love Again,"Fabian, Lara",Pop,3,75.0
764,It's My Life,Bon Jovi,Rock,3,51.0
765,Born To Fly,"Evans, Sara",Country,3,64.0
766,I Lost It,"Chesney, Kenny",Country,3,61.0
767,One Night Stand,J-Shin,R&B,3,69.0
768,Love Is Blind,Eve,Rap,3,57.0
769,I Don't Wanna,Aaliyah,Rock,3,51.0
770,The Little Girl,"Montgomery, John Michael",Country,3,64.0
771,Aaron's Party (Come Get It),"Carter, Aaron",R&B,3,57.0
772,Just Another Day In Paradise,"Vassar, Phil",Country,3,76.0
773,You Can Do It,Ice Cube,Rap,3,50.0
774,Back At One,"Wills, Mark",Country,3,51.0
775,Dance Tonight,Lucy Pearl,R&B,3,63.0
776,It Must Be Love,"Jackson, Alan",Country,3,68.0
777,She's More,"Griggs, Andy",Country,3,69.0
778,Simple Kind Of Life,No Doubt,Rock,3,39.0
779,911,"Jean, Wyclef",Rap,3,64.0
780,Prayin' For Daylight,Rascal Flatts,Country,3,72.0
781,Graduation (Friends Forever),Vitamin C,Rock,3,54.0
782,One Voice,"Gilman, Billy",Country,3,82.0
783,Smile,Lonestar,Country,3,80.0
784,Buy Me A Rose,"Rogers, Kenny",Country,3,65.0
785,Lessons Learned,"Lawrence, Tracy",Country,3,61.0
786,Go On,"Strait, George",Country,3,63.0
787,Got To Get It,Sisqo,Rock,3,73.0
788,Who Let The Dogs Out,Baha Men,R&B,3,85.0
789,The Chain Of Love,"Walker, Clay",Country,3,57.0
790,Love's The Only House,"McBride, Martina",Country,3,65.0
791,Sexual (Li Da Di),Amber,Rock,3,96.0
792,Kiss This,"Tippin, Aaron",Country,3,66.0
793,I Will.. But,SheDaisy,Country,3,70.0
794,Couldn't Last A Moment,"Raye, Collin",Country,3,75.0
795,Whoa!,Black Rob,Rap,3,53.0
796,Pop A Top,"Jackson, Alan",Country,3,70.0
797,Been There,"Black, Clint",Country,3,62.0
798,The Light,Common,Rap,3,53.0
799,Carlene,"Vassar, Phil",Country,3,64.0
800,www.memory,"Jackson, Alan",Country,3,59.0
801,The Itch,Vitamin C,Rock,3,45.0
802,G'D Up,"Eastsidaz, The",Rap,3,89.0
803,Whatever,Ideal,R&B,3,67.0
804,Emotional,"Thomas, Carl",Rock,3,61.0
805,None Of Ur Friends Business,Ginuwine,Rock,3,71.0
806,Unconditional,"Davidson, Clay",Country,3,97.0
807,What You Want,DMX,Rap,3,95.0
808,Someday Out Of The Blue,"John, Elton",Rock,3,49.0
809,Nothing As It Seems,Pearl Jam,Rock,3,84.0
810,The Best Of Me,Mya,Rock,3,65.0
811,Flowers On The Wall,"Heatherly, Eric",Country,3,88.0
812,Stan,Eminem,Rap,3,57.0
813,I'll Be,"McEntire, Reba",Country,3,79.0
814,Feelin' Good,"Lopez, Jennifer",Latin,3,66.0
815,Your Everything,"Urban, Keith",Country,3,73.0
816,Dear Lie,TLC,Rock,3,52.0
817,Feels Like Love,"Gill, Vince",Country,3,74.0
818,Could I Have This Kiss Forever,"Houston, Whitney",Rock,3,68.0
819,The Bad Touch,Bloodhound Gang,R&B,3,55.0
820,Angels,"Williams, Robbie",Rock,3,69.0
821,Because You Love Me,"Messina, Jo Dee",Country,3,71.0
822,Country Comes To Town,"Keith, Toby",Country,3,75.0
823,Girls Dem Sugar,Beenie Man,Reggae,3,63.0
824,Let's Make Love,"Hill, Faith",Rap,3,73.0
825,Caught Out There,Kelis,R&B,3,67.0
826,Anything,Jay-Z,Rap,3,55.0
827,Loser,3 Doors Down,Rock,3,72.0
828,You'll Always Be Loved By Me,Brooks & Dunn,Country,3,85.0
829,What I Need To Do,"Chesney, Kenny",Country,3,68.0
830,No More Rain (In This Cloud),"Stone, Angie",R&B,3,74.0
831,That's What I'm Looking For,Da Brat,Rap,3,60.0
832,This Woman Needs,SheDaisy,Country,3,70.0
833,Last Resort,Papa Roach,Rock,3,69.0
834,Open My Heart,"Adams, Yolanda",Gospel,3,74.0
835,Bad Boyz,Shyne,Rap,3,90.0
836,The Great Beyond,R.E.M.,Rock,3,70.0
837,It's Always Somethin',"Diffie, Joe",Country,3,67.0
838,Some Things Never Change,"McGraw, Tim",Country,3,66.0
839,Taking You Home,"Henley, Don",Rock,3,74.0
840,The Way I Am,Eminem,Rap,3,59.0
841,You Owe Me,Nas,R&B,3,68.0
842,Change Your Mind,Sister Hazel,Rock,3,66.0
843,Best Friend,Puff Daddy,Rap,3,62.0
844,There You Are,"McBride, Martina",Country,3,75.0
845,Pop Ya Collar,Usher,Rock,3,60.0
846,No Matter What They Say,Lil' Kim,Rap,3,67.0
847,I Don't Wanna Kiss You Goodnight,LFO,Rock,3,68.0
848,Deck The Halls,SheDaisy,Country,3,
849,I Think God Can Explain,Splender,R&B,3,62.0
850,Where You Are,"Simpson, Jessica",Rock,3,62.0
851,Mirror Mirror,M2M,Pop,3,94.0
852,U Don't Love Me,Kumbia Kings,R&B,3,62.0
853,Treat Her Like A Lady,Joe,Rock,3,63.0
854,Deep Inside,"Blige, Mary J.",Rock,3,80.0
855,You Should've Told Me,"Price, Kelly",Rock,3,91.0
856,That Other Woman,Changing Faces,Rock,3,66.0
857,It Was,"Wright, Chely",R&B,3,75.0
858,Rollin',Limp Bizkit,Rock,3,72.0
859,I Need A Hot Girl,Hot Boys,Rap,3,71.0
860,Do It Again (Put Ya Hands Up),Jay-Z,Rap,3,65.0
861,More,"Adkins, Trace",Country,3,75.0
862,Cold Day In July,"Dixie Chicks, The",Country,3,76.0
863,As We Lay,"Price, Kelly",Rock,3,69.0
864,What's My Name,DMX,Rap,3,69.0
865,Private Emotion,"Martin, Ricky",Latin,3,71.0
866,If I Am,Nine Days,Rock,3,81.0
867,Give Me You,"Blige, Mary J.",Rock,3,77.0
868,Californication,Red Hot Chili Peppers,Rock,3,72.0
869,Deep Inside Of You,Third Eye Blind,Rock,3,70.0
870,Do What You Gotta Do,"Brooks, Garth",Country,3,72.0
871,Original Prankster,"Offspring, The",Rock,3,70.0
872,My Baby You,"Anthony, Marc",Latin,3,76.0
873,"Same Script, Different Cast","Houston, Whitney",Rock,3,71.0
874,Left & Right,D'Angelo,R&B,3,75.0
875,I Belong To You,"Kravitz, Lenny",Rock,3,71.0
876,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,3,93.0
877,Breathe And Stop,Q-Tip,Rock,3,81.0
878,Can't Fight The Moonlight,"Rimes, LeAnn",Country,3,79.0
879,Tha Block Is Hot,Lil Wayne,Rap,3,92.0
880,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,3,72.0
881,Sleepwalker,"Wallflowers, The",Rock,3,74.0
882,"Left, Right, Left",Drama,Rap,3,89.0
883,N 2 Gether Now,Limp Bizkit,Rock,3,85.0
884,"Ryde or Die, Chick",Lox,Rap,3,80.0
885,Whistle While You Twurk,Ying Yang Twins,Rap,3,91.0
886,"Live, Laugh, Love","Walker, Clay",Country,3,94.0
887,No Leaf Clover (Live),Metallica,Rock,3,78.0
888,Another Nine Minutes,Yankee Grey,Country,3,77.0
889,Tricky Tricky ,"Bega, Lou",Rock,3,87.0
890,It's So Hard,Big Punisher,Rap,3,75.0
891,When You Need My Love,"Worley, Darryl",Country,3,93.0
892,How Many Licks?,Lil' Kim,Rap,3,77.0
893,A Little Gasoline,"Clark, Terri",Country,3,88.0
894,A Country Boy Can Survive,"Brock, Chad",Country,3,92.0
895,My Love Goes On And On,"Cagle, Chris",Country,3,94.0
896,Put Your Hand In Mine,"Byrd, Tracy",Country,3,76.0
897,I Disappear,Metallica,Rock,3,88.0
898,Hey Papi,Jay-Z,Rap,3,98.0
899,The Rockafeller Skank,Fatboy Slim,Electronica,3,94.0
900,Mr. Too Damn Good,"Levert, Gerald",R&B,3,83.0
901,Stay Or Let It Go,"McKnight, Brian",Rock,3,82.0
902,Smoke Rings In The Dark,"Allan, Gary",Country,3,76.0
903,The Best Man I Can Be,Ginuwine,Rock,3,83.0
904,Monica,Before Dark,Rock,3,80.0
905,No Me Dejes De Querer,"Estefan, Gloria",Rock,3,
906,Sour Girl,Stone Temple Pilots,Rock,3,79.0
907,Daddy Won't Sell The Farm,Montgomery Gentry,Country,3,81.0
908,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,3,97.0
909,Meanwhile Back At The Ranch,Clark Family Experience,Country,3,81.0
910,Summer Rain,"Thomas, Carl",Rock,3,86.0
911,Real Live Woman,"Yearwood, Trisha",Country,3,83.0
912,Shut Up,Trick Daddy,Rap,3,87.0
913,Straight Up,"Moore, Chante",Rock,3,97.0
914,What Means The World To You,Cam'ron,Rap,3,96.0
915,U Understand,Juvenile,Rap,3,100.0
916,Can't Stay,"Hollister, Dave",Rock,3,93.0
917,Can't Go For That,Tamia,Rock,3,84.0
918,West Side Story,LFO,Rock,3,88.0
919,Me Neither,"Paisley, Brad",Country,3,90.0
920,Take That,"Carter, Torrey",Rock,3,86.0
921,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,3,92.0
922,Don't Call Me Baby,Madison Avenue,Electronica,3,93.0
923,Got It All,Eve,Rap,3,88.0
924,Re-Arranged,Limp Bizkit,Rock,3,90.0
925,Still In My Heart,"Spencer, Tracie",Rock,3,98.0
926,3 Little Words,Nu Flavor,R&B,3,89.0
927,If You Don't Wanna Love Me,Tamar,Rock,3,92.0
928,Baby U Are,"Levert, Gerald",R&B,3,92.0
929,L.A. Song,"Hart, Beth",Country,3,98.0
930,The Quittin' Kind,"Diffie, Joe",Country,3,100.0
931,Do You,Funkmaster Flex,Rap,3,95.0
932,Love Sets You Free,"Price, Kelly",Rock,3,98.0
933,Riddle,En Vogue,Rock,3,97.0
934,No Mercy,"Herndon, Ty",Country,3,99.0
935,I'm Outta Love,Anastacia,Pop,3,
936,Pull Over,Trina,Rap,3,96.0
937,Ta Da,Lil' Mo,Rap,3,97.0
938,Dancing Queen,A*Teens,Pop,3,96.0
939,Where I Wanna Be,"Sheist, Shade",Rap,3,99.0
940,All Good?,De La Soul,Rap,3,100.0
941,Get Up,"Larrieux, Amel",R&B,3,97.0
942,Spanish Guitar,"Braxton, Toni",Rock,3,98.0
943,I Know,Tuesday,Rock,3,
944,Imagine That,LL Cool J,Rap,3,
945,Souljas,Master P,Rap,3,
946,Cherchez LaGhost,Ghostface Killah,R&B,3,
947,Freakin' It,"Smith, Will",Rap,3,99.0
948,Kernkraft 400,Zombie Nation,Rock,3,
949,Got Beef,"Eastsidaz, The",Rap,3,
950,Toca's Miracle,Fragma,R&B,3,
951,Independent Women Part I,Destiny's Child,Rock,4,33.0
952,"Maria, Maria",Santana,Rock,4,5.0
953,I Knew I Loved You,Savage Garden,Rock,4,31.0
954,Music,Madonna,Rock,4,14.0
955,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,4,29.0
956,Doesn't Really Matter,Janet,Rock,4,30.0
957,Say My Name,Destiny's Child,Rock,4,38.0
958,Be With You,"Iglesias, Enrique",Latin,4,23.0
959,Incomplete,Sisqo,Rock,4,61.0
960,Amazed,Lonestar,Country,4,39.0
961,It's Gonna Be Me,N'Sync,Rock,4,39.0
962,What A Girl Wants,"Aguilera, Christina",Rock,4,18.0
963,Everything You Want,Vertical Horizon,Rock,4,46.0
964,With Arms Wide Open,Creed,Rock,4,74.0
965,Try Again,Aaliyah,Rock,4,28.0
966,Bent,matchbox twenty,Rock,4,24.0
967,Thank God I Found You,"Carey, Mariah",Rock,4,50.0
968,Breathe,"Hill, Faith",Rap,4,51.0
969,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,4,47.0
970,He Loves U Not,Dream,Rock,4,59.0
971,He Wasn't Man Enough,"Braxton, Toni",Rock,4,39.0
972,You Sang To Me,"Anthony, Marc",Latin,4,43.0
973,Give Me Just One Night (Una Noche),98¡,Rock,4,26.0
974,Jumpin' Jumpin',Destiny's Child,Rock,4,62.0
975,Kryptonite,3 Doors Down,Rock,4,67.0
976,Thong Song,Sisqo,Rock,4,26.0
977,I Turn To You,"Aguilera, Christina",Rock,4,28.0
978,My Love Is Your Love,"Houston, Whitney",Rock,4,16.0
979,I Wanna Know,Joe,Rock,4,50.0
980,Get It On.. Tonite,"Jordan, Montell",Rap,4,69.0
981,Bye Bye Bye,N'Sync,Rock,4,14.0
982,The Real Slim Shady,Eminem,Rap,4,16.0
983,Most Girls,Pink,Rock,4,36.0
984,Gotta Tell You,"Mumba, Samantha",Rock,4,49.0
985,Bring It All To Me,Blaque,Pop,4,42.0
986,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,4,9.0
987,I Try,"Gray, Macy",Rock,4,36.0
988,This I Promise You,N'Sync,Rock,4,15.0
989,No More,Ruff Endz,Rock,4,17.0
990,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,4,25.0
